c_site,state,year,age,race,sex,inci,pop
Oral Cavity and Pharynx,Utah,2015.0,55-64 years,White,male,56,127292.0
Oral Cavity and Pharynx,Utah,2015.0,65-74 years,White,male,55,81759.0
Oral Cavity and Pharynx,Utah,2015.0,75-84 years,White,male,16,40059.0
Oral Cavity and Pharynx,Utah,2016.0,55-64 years,White,male,61,131761.0
Oral Cavity and Pharynx,Utah,2016.0,65-74 years,White,male,56,85754.0
Oral Cavity and Pharynx,Vermont,2014.0,55-64 years,White,male,18,45464.0
Oral Cavity and Pharynx,Vermont,2015.0,55-64 years,White,male,16,46129.0
Oral Cavity and Pharynx,Virginia,2012.0,45-54 years,White,male,114,424554.0
Oral Cavity and Pharynx,Virginia,2012.0,55-64 years,Black or African American,male,42,82107.0
Oral Cavity and Pharynx,Virginia,2012.0,55-64 years,White,male,190,366166.0
Oral Cavity and Pharynx,Virginia,2012.0,65-74 years,White,male,139,231053.0
Oral Cavity and Pharynx,Virginia,2012.0,75-84 years,White,male,63,109129.0
Oral Cavity and Pharynx,Virginia,2012.0,85+ years,White,male,17,35092.0
Oral Cavity and Pharynx,Virginia,2013.0,35-44 years,White,male,21,377000.0
Oral Cavity and Pharynx,Virginia,2013.0,45-54 years,Black or African American,male,17,107915.0
Oral Cavity and Pharynx,Virginia,2013.0,45-54 years,White,male,127,418012.0
Oral Cavity and Pharynx,Virginia,2013.0,55-64 years,Black or African American,male,42,84102.0
Oral Cavity and Pharynx,Virginia,2013.0,55-64 years,White,male,194,372275.0
Oral Cavity and Pharynx,Virginia,2013.0,65-74 years,Black or African American,male,22,44853.0
Oral Cavity and Pharynx,Virginia,2013.0,65-74 years,White,male,167,243644.0
Oral Cavity and Pharynx,Virginia,2013.0,75-84 years,White,male,79,112186.0
Oral Cavity and Pharynx,Virginia,2013.0,85+ years,White,male,35,36422.0
Oral Cavity and Pharynx,Virginia,2014.0,35-44 years,White,male,18,374451.0
Oral Cavity and Pharynx,Virginia,2014.0,45-54 years,Black or African American,male,17,104176.0
Oral Cavity and Pharynx,Virginia,2014.0,45-54 years,White,male,128,413511.0
Oral Cavity and Pharynx,Virginia,2014.0,55-64 years,Black or African American,male,40,87550.0
Oral Cavity and Pharynx,Virginia,2014.0,55-64 years,White,male,239,373867.0
Oral Cavity and Pharynx,Virginia,2014.0,65-74 years,White,male,187,253521.0
Oral Cavity and Pharynx,Virginia,2014.0,75-84 years,White,male,68,113271.0
Oral Cavity and Pharynx,Virginia,2014.0,85+ years,White,male,25,38704.0
Oral Cavity and Pharynx,Virginia,2015.0,35-44 years,White,male,17,365119.0
Oral Cavity and Pharynx,Virginia,2015.0,45-54 years,White,male,102,404708.0
Oral Cavity and Pharynx,Virginia,2015.0,55-64 years,Black or African American,male,50,90634.0
Oral Cavity and Pharynx,Virginia,2015.0,55-64 years,White,male,219,379716.0
Oral Cavity and Pharynx,Virginia,2015.0,65-74 years,White,male,173,261120.0
Oral Cavity and Pharynx,Virginia,2015.0,75-84 years,White,male,83,118502.0
Oral Cavity and Pharynx,Virginia,2015.0,85+ years,White,male,29,39285.0
Oral Cavity and Pharynx,Virginia,2016.0,45-54 years,Black or African American,male,17,102673.0
Oral Cavity and Pharynx,Virginia,2016.0,45-54 years,White,male,129,402255.0
Oral Cavity and Pharynx,Virginia,2016.0,55-64 years,Black or African American,male,47,93267.0
Oral Cavity and Pharynx,Virginia,2016.0,55-64 years,White,male,234,387064.0
Oral Cavity and Pharynx,Virginia,2016.0,65-74 years,Black or African American,male,19,50925.0
Oral Cavity and Pharynx,Virginia,2016.0,65-74 years,White,male,191,269473.0
Oral Cavity and Pharynx,Virginia,2016.0,75-84 years,White,male,76,120823.0
Oral Cavity and Pharynx,Virginia,2016.0,85+ years,White,male,19,40603.0
Oral Cavity and Pharynx,Washington,2012.0,45-54 years,White,male,119,395008.0
Oral Cavity and Pharynx,Washington,2012.0,55-64 years,White,male,175,371981.0
Oral Cavity and Pharynx,Washington,2012.0,65-74 years,White,male,130,223660.0
Oral Cavity and Pharynx,Washington,2012.0,75-84 years,White,male,68,103194.0
Oral Cavity and Pharynx,Washington,2012.0,85+ years,White,male,25,39963.0
Oral Cavity and Pharynx,Washington,2013.0,35-44 years,White,male,17,353275.0
Oral Cavity and Pharynx,Washington,2013.0,45-54 years,White,male,101,387211.0
Oral Cavity and Pharynx,Washington,2013.0,55-64 years,White,male,227,375717.0
Oral Cavity and Pharynx,Washington,2013.0,65-74 years,White,male,170,237976.0
Oral Cavity and Pharynx,Washington,2013.0,75-84 years,White,male,86,110251.0
Oral Cavity and Pharynx,Washington,2013.0,85+ years,White,male,37,38077.0
Oral Cavity and Pharynx,Washington,2014.0,45-54 years,White,male,112,383246.0
Oral Cavity and Pharynx,Washington,2014.0,55-64 years,White,male,237,381490.0
Oral Cavity and Pharynx,Washington,2014.0,65-74 years,White,male,205,250650.0
Oral Cavity and Pharynx,Washington,2014.0,75-84 years,White,male,64,106556.0
Oral Cavity and Pharynx,Washington,2014.0,85+ years,White,male,30,44484.0
Oral Cavity and Pharynx,Washington,2015.0,35-44 years,White,male,18,352038.0
Oral Cavity and Pharynx,Washington,2015.0,45-54 years,White,male,104,381409.0
Oral Cavity and Pharynx,Washington,2015.0,55-64 years,White,male,195,386994.0
Oral Cavity and Pharynx,Washington,2015.0,65-74 years,White,male,177,264049.0
Oral Cavity and Pharynx,Washington,2015.0,75-84 years,White,male,92,117070.0
Oral Cavity and Pharynx,Washington,2015.0,85+ years,White,male,31,38976.0
Oral Cavity and Pharynx,Washington,2016.0,35-44 years,White,male,17,352143.0
Oral Cavity and Pharynx,Washington,2016.0,45-54 years,White,male,91,376811.0
Oral Cavity and Pharynx,Washington,2016.0,55-64 years,White,male,235,388732.0
Oral Cavity and Pharynx,Washington,2016.0,65-74 years,White,male,188,275871.0
Oral Cavity and Pharynx,Washington,2016.0,75-84 years,White,male,99,117506.0
Oral Cavity and Pharynx,Washington,2016.0,85+ years,White,male,30,42677.0
Oral Cavity and Pharynx,West Virginia,2012.0,45-54 years,White,male,38,123255.0
Oral Cavity and Pharynx,West Virginia,2012.0,55-64 years,White,male,81,127034.0
Oral Cavity and Pharynx,West Virginia,2012.0,65-74 years,White,male,50,81633.0
Oral Cavity and Pharynx,West Virginia,2013.0,45-54 years,White,male,30,120055.0
Oral Cavity and Pharynx,West Virginia,2013.0,55-64 years,White,male,76,126341.0
Oral Cavity and Pharynx,West Virginia,2013.0,65-74 years,White,male,52,86074.0
Oral Cavity and Pharynx,West Virginia,2013.0,75-84 years,White,male,22,40288.0
Oral Cavity and Pharynx,West Virginia,2014.0,45-54 years,White,male,53,118640.0
Oral Cavity and Pharynx,West Virginia,2014.0,55-64 years,White,male,96,126398.0
Oral Cavity and Pharynx,West Virginia,2014.0,65-74 years,White,male,54,88229.0
Oral Cavity and Pharynx,West Virginia,2015.0,45-54 years,White,male,24,115632.0
Oral Cavity and Pharynx,West Virginia,2015.0,55-64 years,White,male,79,124932.0
Oral Cavity and Pharynx,West Virginia,2015.0,65-74 years,White,male,61,91444.0
Oral Cavity and Pharynx,West Virginia,2015.0,75-84 years,White,male,35,41403.0
Oral Cavity and Pharynx,West Virginia,2016.0,45-54 years,White,male,44,113685.0
Oral Cavity and Pharynx,West Virginia,2016.0,55-64 years,White,male,81,122184.0
Oral Cavity and Pharynx,West Virginia,2016.0,65-74 years,White,male,58,93785.0
Oral Cavity and Pharynx,West Virginia,2016.0,75-84 years,White,male,22,41583.0
Oral Cavity and Pharynx,Wisconsin,2012.0,35-44 years,White,male,21,303907.0
Oral Cavity and Pharynx,Wisconsin,2012.0,45-54 years,White,male,103,387511.0
Oral Cavity and Pharynx,Wisconsin,2012.0,55-64 years,White,male,184,345302.0
Oral Cavity and Pharynx,Wisconsin,2012.0,65-74 years,White,male,125,199765.0
Oral Cavity and Pharynx,Wisconsin,2012.0,75-84 years,White,male,64,106658.0
Oral Cavity and Pharynx,Wisconsin,2012.0,85+ years,White,male,30,40604.0
Oral Cavity and Pharynx,Wisconsin,2013.0,45-54 years,White,male,118,375517.0
Oral Cavity and Pharynx,Wisconsin,2013.0,55-64 years,White,male,168,355265.0
Oral Cavity and Pharynx,Wisconsin,2013.0,65-74 years,White,male,142,209772.0
Oral Cavity and Pharynx,Wisconsin,2013.0,75-84 years,White,male,79,107009.0
Oral Cavity and Pharynx,Wisconsin,2013.0,85+ years,White,male,23,41868.0
Oral Cavity and Pharynx,Wisconsin,2014.0,45-54 years,White,male,104,367267.0
Oral Cavity and Pharynx,Wisconsin,2014.0,55-64 years,White,male,225,359997.0
Oral Cavity and Pharynx,Wisconsin,2014.0,65-74 years,White,male,147,220973.0
Oral Cavity and Pharynx,Wisconsin,2014.0,75-84 years,White,male,68,110700.0
Oral Cavity and Pharynx,Wisconsin,2014.0,85+ years,White,male,31,41410.0
Oral Cavity and Pharynx,Wisconsin,2015.0,45-54 years,White,male,100,359815.0
Oral Cavity and Pharynx,Wisconsin,2015.0,55-64 years,White,male,209,366125.0
Oral Cavity and Pharynx,Wisconsin,2015.0,65-74 years,White,male,170,231109.0
Oral Cavity and Pharynx,Wisconsin,2015.0,75-84 years,White,male,75,114053.0
Oral Cavity and Pharynx,Wisconsin,2015.0,85+ years,White,male,29,39724.0
Oral Cavity and Pharynx,Wisconsin,2016.0,45-54 years,White,male,86,349876.0
Oral Cavity and Pharynx,Wisconsin,2016.0,55-64 years,White,male,199,368767.0
Oral Cavity and Pharynx,Wisconsin,2016.0,65-74 years,White,male,153,241771.0
Oral Cavity and Pharynx,Wisconsin,2016.0,75-84 years,White,male,67,113371.0
Oral Cavity and Pharynx,Wisconsin,2016.0,85+ years,White,male,21,42379.0
Pancreas,Alabama,2012.0,45-54 years,White,male,16,237894.0
Pancreas,Alabama,2012.0,55-64 years,White,male,83,219364.0
Pancreas,Alabama,2012.0,65-74 years,Black or African American,male,16,31753.0
Pancreas,Alabama,2012.0,65-74 years,White,male,89,150079.0
Pancreas,Alabama,2012.0,75-84 years,White,male,71,74176.0
Pancreas,Alabama,2013.0,55-64 years,Black or African American,male,35,69893.0
Pancreas,Alabama,2013.0,55-64 years,White,male,88,220923.0
Pancreas,Alabama,2013.0,65-74 years,Black or African American,male,17,34418.0
Pancreas,Alabama,2013.0,65-74 years,White,male,84,155370.0
Pancreas,Alabama,2013.0,75-84 years,White,male,66,76636.0
Pancreas,Alabama,2013.0,85+ years,White,male,19,21952.0
Pancreas,Alabama,2014.0,45-54 years,White,male,23,230777.0
Pancreas,Alabama,2014.0,55-64 years,Black or African American,male,16,68358.0
Pancreas,Alabama,2014.0,55-64 years,White,male,67,221850.0
Pancreas,Alabama,2014.0,65-74 years,Black or African American,male,16,35499.0
Pancreas,Alabama,2014.0,65-74 years,White,male,113,160819.0
Pancreas,Alabama,2014.0,75-84 years,White,male,60,79368.0
Pancreas,Alabama,2014.0,85+ years,White,male,18,21029.0
Pancreas,Alabama,2015.0,45-54 years,White,male,19,228787.0
Pancreas,Alabama,2015.0,55-64 years,Black or African American,male,17,72169.0
Pancreas,Alabama,2015.0,55-64 years,White,male,73,224728.0
Pancreas,Alabama,2015.0,65-74 years,White,male,95,165653.0
Pancreas,Alabama,2015.0,75-84 years,White,male,72,78915.0
Pancreas,Alabama,2015.0,85+ years,White,male,23,22516.0
Pancreas,Alabama,2016.0,45-54 years,White,male,31,225402.0
Pancreas,Alabama,2016.0,55-64 years,White,male,85,225284.0
Pancreas,Alabama,2016.0,65-74 years,Black or African American,male,16,39354.0
Pancreas,Alabama,2016.0,65-74 years,White,male,106,170282.0
Pancreas,Alabama,2016.0,75-84 years,White,male,84,78387.0
Pancreas,Alabama,2016.0,85+ years,White,male,29,24889.0
Pancreas,Arizona,2012.0,45-54 years,White,male,30,335392.0
Pancreas,Arizona,2012.0,55-64 years,White,male,115,313486.0
Pancreas,Arizona,2012.0,65-74 years,White,male,169,240125.0
Pancreas,Arizona,2012.0,75-84 years,White,male,114,125879.0
Pancreas,Arizona,2012.0,85+ years,White,male,38,40623.0
Pancreas,Arizona,2013.0,55-64 years,White,male,101,317997.0
Pancreas,Arizona,2013.0,65-74 years,White,male,138,250636.0
Pancreas,Arizona,2013.0,75-84 years,White,male,109,134235.0
Pancreas,Arizona,2013.0,85+ years,White,male,42,42246.0
Pancreas,Arizona,2014.0,45-54 years,White,male,19,336670.0
Pancreas,Arizona,2014.0,55-64 years,White,male,112,324137.0
Pancreas,Arizona,2014.0,65-74 years,White,male,157,265302.0
Pancreas,Arizona,2014.0,75-84 years,White,male,128,142338.0
Pancreas,Arizona,2014.0,85+ years,White,male,42,41907.0
Pancreas,Arizona,2015.0,45-54 years,White,male,23,330638.0
Pancreas,Arizona,2015.0,55-64 years,White,male,101,324143.0
Pancreas,Arizona,2015.0,65-74 years,White,male,186,275732.0
Pancreas,Arizona,2015.0,75-84 years,White,male,120,143619.0
Pancreas,Arizona,2015.0,85+ years,White,male,39,46628.0
Pancreas,Arizona,2016.0,45-54 years,White,male,23,328958.0
Pancreas,Arizona,2016.0,55-64 years,White,male,109,327623.0
Pancreas,Arizona,2016.0,65-74 years,White,male,169,287112.0
Pancreas,Arizona,2016.0,75-84 years,White,male,119,153116.0
Pancreas,Arizona,2016.0,85+ years,White,male,57,46838.0
Pancreas,Arkansas,2012.0,55-64 years,White,male,47,144964.0
Pancreas,Arkansas,2012.0,65-74 years,White,male,59,105379.0
Pancreas,Arkansas,2012.0,75-84 years,White,male,41,53926.0
Pancreas,Arkansas,2013.0,45-54 years,White,male,16,155039.0
Pancreas,Arkansas,2013.0,55-64 years,White,male,58,145562.0
Pancreas,Arkansas,2013.0,65-74 years,White,male,57,108573.0
Pancreas,Arkansas,2013.0,75-84 years,White,male,51,54830.0
Pancreas,Arkansas,2013.0,85+ years,White,male,16,15969.0
Pancreas,Arkansas,2014.0,55-64 years,White,male,41,145803.0
Pancreas,Arkansas,2014.0,65-74 years,White,male,72,111586.0
Pancreas,Arkansas,2014.0,75-84 years,White,male,51,57169.0
Pancreas,Arkansas,2014.0,85+ years,White,male,18,15598.0
Pancreas,Arkansas,2015.0,55-64 years,White,male,43,147606.0
Pancreas,Arkansas,2015.0,65-74 years,White,male,72,113580.0
Pancreas,Arkansas,2015.0,75-84 years,White,male,45,54178.0
Pancreas,Arkansas,2016.0,55-64 years,White,male,46,149287.0
Pancreas,Arkansas,2016.0,65-74 years,White,male,64,115491.0
Pancreas,Arkansas,2016.0,75-84 years,White,male,23,58628.0
Pancreas,Arkansas,2016.0,85+ years,White,male,18,16259.0
Pancreas,California,2012.0,35-44 years,White,male,46,1570879.0
Pancreas,California,2012.0,45-54 years,Asian or Pacific Islander,male,19,353688.0
Pancreas,California,2012.0,45-54 years,White,male,171,1691351.0
Pancreas,California,2012.0,55-64 years,Asian or Pacific Islander,male,58,287585.0
Pancreas,California,2012.0,55-64 years,Black or African American,male,52,125432.0
Pancreas,California,2012.0,55-64 years,White,male,445,1436584.0
Pancreas,California,2012.0,65-74 years,Asian or Pacific Islander,male,60,162396.0
Pancreas,California,2012.0,65-74 years,Black or African American,male,44,61585.0
Pancreas,California,2012.0,65-74 years,White,male,569,864417.0
Pancreas,California,2012.0,75-84 years,Asian or Pacific Islander,male,72,88669.0
Pancreas,California,2012.0,75-84 years,White,male,416,448304.0
Pancreas,California,2012.0,85+ years,Asian or Pacific Islander,male,26,26619.0
Pancreas,California,2012.0,85+ years,White,male,193,182999.0
Pancreas,California,2013.0,45-54 years,Asian or Pacific Islander,male,38,355720.0
Pancreas,California,2013.0,45-54 years,Black or African American,male,20,168882.0
Pancreas,California,2013.0,45-54 years,White,male,181,1678506.0
Pancreas,California,2013.0,55-64 years,Asian or Pacific Islander,male,62,299632.0
Pancreas,California,2013.0,55-64 years,Black or African American,male,53,127126.0
Pancreas,California,2013.0,55-64 years,White,male,422,1464026.0
Pancreas,California,2013.0,65-74 years,Asian or Pacific Islander,male,66,175915.0
Pancreas,California,2013.0,65-74 years,Black or African American,male,43,65671.0
Pancreas,California,2013.0,65-74 years,White,male,575,914625.0
Pancreas,California,2013.0,75-84 years,Asian or Pacific Islander,male,68,89220.0
Pancreas,California,2013.0,75-84 years,Black or African American,male,23,29604.0
Pancreas,California,2013.0,75-84 years,White,male,449,456690.0
Pancreas,California,2013.0,85+ years,Asian or Pacific Islander,male,37,30556.0
Pancreas,California,2013.0,85+ years,White,male,200,185925.0
Pancreas,California,2014.0,35-44 years,White,male,31,1548324.0
Pancreas,California,2014.0,45-54 years,White,male,172,1648808.0
Pancreas,California,2014.0,55-64 years,Asian or Pacific Islander,male,58,312381.0
Pancreas,California,2014.0,55-64 years,Black or African American,male,60,133160.0
Pancreas,California,2014.0,55-64 years,White,male,487,1486460.0
Pancreas,California,2014.0,65-74 years,Asian or Pacific Islander,male,93,190144.0
Pancreas,California,2014.0,65-74 years,Black or African American,male,51,67824.0
Pancreas,California,2014.0,65-74 years,White,male,604,951045.0
Pancreas,California,2014.0,75-84 years,Asian or Pacific Islander,male,74,100975.0
Pancreas,California,2014.0,75-84 years,Black or African American,male,21,33222.0
Pancreas,California,2014.0,75-84 years,White,male,468,472941.0
Pancreas,California,2014.0,85+ years,Asian or Pacific Islander,male,33,31374.0
Pancreas,California,2014.0,85+ years,White,male,212,181905.0
Pancreas,California,2015.0,35-44 years,White,male,19,1533527.0
Pancreas,California,2015.0,45-54 years,Asian or Pacific Islander,male,21,378819.0
Pancreas,California,2015.0,45-54 years,White,male,191,1628493.0
Pancreas,California,2015.0,55-64 years,Asian or Pacific Islander,male,61,322256.0
Pancreas,California,2015.0,55-64 years,Black or African American,male,58,137046.0
Pancreas,California,2015.0,55-64 years,White,male,435,1517385.0
Pancreas,California,2015.0,65-74 years,Asian or Pacific Islander,male,76,205079.0
Pancreas,California,2015.0,65-74 years,Black or African American,male,47,71369.0
Pancreas,California,2015.0,65-74 years,White,male,639,996141.0
Pancreas,California,2015.0,75-84 years,Asian or Pacific Islander,male,62,102556.0
Pancreas,California,2015.0,75-84 years,Black or African American,male,20,34794.0
Pancreas,California,2015.0,75-84 years,White,male,485,477746.0
Pancreas,California,2015.0,85+ years,Asian or Pacific Islander,male,35,34649.0
Pancreas,California,2015.0,85+ years,Black or African American,male,16,9262.0
Pancreas,California,2015.0,85+ years,White,male,215,187420.0
Pancreas,California,2016.0,35-44 years,White,male,21,1505222.0
Pancreas,California,2016.0,45-54 years,White,male,148,1591240.0
Pancreas,California,2016.0,55-64 years,Asian or Pacific Islander,male,57,325362.0
Pancreas,California,2016.0,55-64 years,Black or African American,male,61,139603.0
Pancreas,California,2016.0,55-64 years,White,male,515,1510607.0
Pancreas,California,2016.0,65-74 years,Asian or Pacific Islander,male,89,212076.0
Pancreas,California,2016.0,65-74 years,Black or African American,male,64,74971.0
Pancreas,California,2016.0,65-74 years,White,male,659,1020765.0
Pancreas,California,2016.0,75-84 years,Asian or Pacific Islander,male,92,107117.0
Pancreas,California,2016.0,75-84 years,Black or African American,male,17,33591.0
Pancreas,California,2016.0,75-84 years,White,male,447,485094.0
Pancreas,California,2016.0,85+ years,Asian or Pacific Islander,male,35,37871.0
Pancreas,California,2016.0,85+ years,White,male,184,190852.0
Pancreas,Colorado,2012.0,55-64 years,White,male,72,282603.0
