Leading Cancer Sites,States,Year,Age Groups,Race,Gender,Count
Myeloma,North Carolina,2016.0,65-74 years,White,male,111.0
Myeloma,North Carolina,2016.0,75-84 years,White,male,85.0
Myeloma,North Carolina,2016.0,85+ years,White,male,20.0
Myeloma,Ohio,2012.0,45-54 years,White,male,27.0
Myeloma,Ohio,2012.0,55-64 years,White,male,87.0
Myeloma,Ohio,2012.0,65-74 years,White,male,89.0
Myeloma,Ohio,2012.0,75-84 years,White,male,99.0
Myeloma,Ohio,2012.0,85+ years,White,male,32.0
Myeloma,Ohio,2013.0,45-54 years,White,male,24.0
Myeloma,Ohio,2013.0,55-64 years,White,male,98.0
Myeloma,Ohio,2013.0,65-74 years,White,male,119.0
Myeloma,Ohio,2013.0,75-84 years,White,male,92.0
Myeloma,Ohio,2013.0,85+ years,White,male,43.0
Myeloma,Ohio,2014.0,45-54 years,White,male,31.0
Myeloma,Ohio,2014.0,55-64 years,Black or African American,male,21.0
Myeloma,Ohio,2014.0,55-64 years,White,male,98.0
Myeloma,Ohio,2014.0,65-74 years,White,male,107.0
Myeloma,Ohio,2014.0,75-84 years,White,male,87.0
Myeloma,Ohio,2014.0,85+ years,White,male,30.0
Myeloma,Ohio,2015.0,45-54 years,White,male,25.0
Myeloma,Ohio,2015.0,55-64 years,Black or African American,male,16.0
Myeloma,Ohio,2015.0,55-64 years,White,male,89.0
Myeloma,Ohio,2015.0,65-74 years,Black or African American,male,16.0
Myeloma,Ohio,2015.0,65-74 years,White,male,131.0
Myeloma,Ohio,2015.0,75-84 years,White,male,80.0
Myeloma,Ohio,2015.0,85+ years,White,male,43.0
Myeloma,Ohio,2016.0,45-54 years,White,male,26.0
Myeloma,Ohio,2016.0,55-64 years,Black or African American,male,17.0
Myeloma,Ohio,2016.0,55-64 years,White,male,98.0
Myeloma,Ohio,2016.0,65-74 years,White,male,149.0
Myeloma,Ohio,2016.0,75-84 years,White,male,92.0
Myeloma,Ohio,2016.0,85+ years,White,male,26.0
Myeloma,Oklahoma,2012.0,65-74 years,White,male,42.0
Myeloma,Oklahoma,2012.0,75-84 years,White,male,42.0
Myeloma,Oklahoma,2013.0,65-74 years,White,male,38.0
Myeloma,Oklahoma,2013.0,75-84 years,White,male,18.0
Myeloma,Oklahoma,2014.0,65-74 years,White,male,37.0
Myeloma,Oklahoma,2014.0,75-84 years,White,male,16.0
Myeloma,Oklahoma,2015.0,55-64 years,White,male,41.0
Myeloma,Oklahoma,2015.0,65-74 years,White,male,45.0
Myeloma,Oklahoma,2015.0,75-84 years,White,male,46.0
Myeloma,Oklahoma,2016.0,55-64 years,White,male,18.0
Myeloma,Oklahoma,2016.0,65-74 years,White,male,60.0
Myeloma,Oklahoma,2016.0,75-84 years,White,male,20.0
Myeloma,Oregon,2012.0,55-64 years,White,male,18.0
Myeloma,Oregon,2012.0,65-74 years,White,male,45.0
Myeloma,Oregon,2012.0,75-84 years,White,male,24.0
Myeloma,Oregon,2013.0,65-74 years,White,male,52.0
Myeloma,Oregon,2013.0,75-84 years,White,male,50.0
Myeloma,Oregon,2014.0,55-64 years,White,male,16.0
Myeloma,Oregon,2014.0,65-74 years,White,male,45.0
Myeloma,Oregon,2014.0,85+ years,White,male,22.0
Myeloma,Oregon,2015.0,55-64 years,White,male,19.0
Myeloma,Oregon,2015.0,65-74 years,White,male,40.0
Myeloma,Oregon,2015.0,75-84 years,White,male,33.0
Myeloma,Oregon,2016.0,55-64 years,White,male,18.0
Myeloma,Oregon,2016.0,65-74 years,White,male,50.0
Myeloma,Pennsylvania,2012.0,45-54 years,White,male,35.0
Myeloma,Pennsylvania,2012.0,55-64 years,White,male,97.0
Myeloma,Pennsylvania,2012.0,65-74 years,Black or African American,male,19.0
Myeloma,Pennsylvania,2012.0,65-74 years,White,male,141.0
Myeloma,Pennsylvania,2012.0,75-84 years,White,male,146.0
Myeloma,Pennsylvania,2012.0,85+ years,White,male,37.0
Myeloma,Pennsylvania,2013.0,45-54 years,White,male,47.0
Myeloma,Pennsylvania,2013.0,55-64 years,Black or African American,male,16.0
Myeloma,Pennsylvania,2013.0,55-64 years,White,male,101.0
Myeloma,Pennsylvania,2013.0,65-74 years,Black or African American,male,17.0
Myeloma,Pennsylvania,2013.0,65-74 years,White,male,160.0
Myeloma,Pennsylvania,2013.0,75-84 years,White,male,139.0
Myeloma,Pennsylvania,2013.0,85+ years,White,male,52.0
Myeloma,Pennsylvania,2014.0,45-54 years,White,male,27.0
Myeloma,Pennsylvania,2014.0,55-64 years,White,male,117.0
Myeloma,Pennsylvania,2014.0,65-74 years,White,male,179.0
Myeloma,Pennsylvania,2014.0,75-84 years,White,male,147.0
Myeloma,Pennsylvania,2014.0,85+ years,White,male,48.0
Myeloma,Pennsylvania,2015.0,45-54 years,White,male,45.0
Myeloma,Pennsylvania,2015.0,55-64 years,White,male,112.0
Myeloma,Pennsylvania,2015.0,65-74 years,Black or African American,male,16.0
Myeloma,Pennsylvania,2015.0,65-74 years,White,male,170.0
Myeloma,Pennsylvania,2015.0,75-84 years,White,male,163.0
Myeloma,Pennsylvania,2015.0,85+ years,White,male,61.0
Myeloma,Pennsylvania,2016.0,45-54 years,White,male,44.0
Myeloma,Pennsylvania,2016.0,55-64 years,Black or African American,male,16.0
Myeloma,Pennsylvania,2016.0,55-64 years,White,male,139.0
Myeloma,Pennsylvania,2016.0,65-74 years,White,male,193.0
Myeloma,Pennsylvania,2016.0,75-84 years,White,male,113.0
Myeloma,Pennsylvania,2016.0,85+ years,White,male,49.0
Myeloma,South Carolina,2012.0,55-64 years,White,male,35.0
Myeloma,South Carolina,2012.0,65-74 years,White,male,61.0
Myeloma,South Carolina,2012.0,75-84 years,White,male,20.0
Myeloma,South Carolina,2012.0,85+ years,White,male,16.0
Myeloma,South Carolina,2013.0,55-64 years,White,male,16.0
Myeloma,South Carolina,2013.0,65-74 years,Black or African American,male,20.0
Myeloma,South Carolina,2013.0,65-74 years,White,male,50.0
Myeloma,South Carolina,2013.0,75-84 years,White,male,43.0
Myeloma,South Carolina,2014.0,55-64 years,Black or African American,male,16.0
Myeloma,South Carolina,2014.0,55-64 years,White,male,17.0
Myeloma,South Carolina,2014.0,65-74 years,Black or African American,male,37.0
Myeloma,South Carolina,2014.0,65-74 years,White,male,59.0
Myeloma,South Carolina,2014.0,75-84 years,White,male,50.0
Myeloma,South Carolina,2015.0,55-64 years,Black or African American,male,17.0
Myeloma,South Carolina,2015.0,55-64 years,White,male,25.0
Myeloma,South Carolina,2015.0,65-74 years,Black or African American,male,16.0
Myeloma,South Carolina,2015.0,65-74 years,White,male,57.0
Myeloma,South Carolina,2015.0,75-84 years,White,male,36.0
Myeloma,South Carolina,2015.0,85+ years,White,male,26.0
Myeloma,South Carolina,2016.0,55-64 years,Black or African American,male,20.0
Myeloma,South Carolina,2016.0,65-74 years,Black or African American,male,18.0
Myeloma,South Carolina,2016.0,65-74 years,White,male,51.0
Myeloma,South Carolina,2016.0,75-84 years,White,male,46.0
Myeloma,South Carolina,2016.0,85+ years,White,male,16.0
Myeloma,Tennessee,2012.0,55-64 years,White,male,34.0
Myeloma,Tennessee,2012.0,65-74 years,White,male,77.0
Myeloma,Tennessee,2012.0,75-84 years,White,male,38.0
Myeloma,Tennessee,2012.0,85+ years,White,male,17.0
Myeloma,Tennessee,2013.0,55-64 years,White,male,49.0
Myeloma,Tennessee,2013.0,65-74 years,White,male,85.0
Myeloma,Tennessee,2013.0,75-84 years,White,male,56.0
Myeloma,Tennessee,2013.0,85+ years,White,male,18.0
Myeloma,Tennessee,2014.0,55-64 years,White,male,40.0
Myeloma,Tennessee,2014.0,65-74 years,White,male,75.0
Myeloma,Tennessee,2014.0,75-84 years,White,male,48.0
Myeloma,Tennessee,2014.0,85+ years,White,male,16.0
Myeloma,Tennessee,2015.0,55-64 years,White,male,47.0
Myeloma,Tennessee,2015.0,65-74 years,White,male,83.0
Myeloma,Tennessee,2015.0,75-84 years,White,male,56.0
Myeloma,Tennessee,2016.0,55-64 years,White,male,56.0
Myeloma,Tennessee,2016.0,65-74 years,White,male,82.0
Myeloma,Tennessee,2016.0,75-84 years,White,male,54.0
Myeloma,Texas,2012.0,35-44 years,White,male,23.0
Myeloma,Texas,2012.0,45-54 years,Black or African American,male,19.0
Myeloma,Texas,2012.0,45-54 years,White,male,99.0
Myeloma,Texas,2012.0,55-64 years,Black or African American,male,48.0
Myeloma,Texas,2012.0,55-64 years,White,male,159.0
Myeloma,Texas,2012.0,65-74 years,Black or African American,male,23.0
Myeloma,Texas,2012.0,65-74 years,White,male,250.0
Myeloma,Texas,2012.0,75-84 years,Black or African American,male,19.0
Myeloma,Texas,2012.0,75-84 years,White,male,175.0
Myeloma,Texas,2012.0,85+ years,White,male,56.0
Myeloma,Texas,2013.0,45-54 years,White,male,96.0
Myeloma,Texas,2013.0,55-64 years,Black or African American,male,48.0
Myeloma,Texas,2013.0,55-64 years,White,male,169.0
Myeloma,Texas,2013.0,65-74 years,Black or African American,male,51.0
Myeloma,Texas,2013.0,65-74 years,White,male,231.0
Myeloma,Texas,2013.0,75-84 years,Black or African American,male,39.0
Myeloma,Texas,2013.0,75-84 years,White,male,208.0
Myeloma,Texas,2013.0,85+ years,White,male,47.0
Myeloma,Texas,2014.0,45-54 years,White,male,74.0
Myeloma,Texas,2014.0,55-64 years,Black or African American,male,47.0
Myeloma,Texas,2014.0,55-64 years,White,male,186.0
Myeloma,Texas,2014.0,65-74 years,Black or African American,male,57.0
Myeloma,Texas,2014.0,65-74 years,White,male,280.0
Myeloma,Texas,2014.0,75-84 years,Black or African American,male,20.0
Myeloma,Texas,2014.0,75-84 years,White,male,171.0
Myeloma,Texas,2014.0,85+ years,White,male,71.0
Myeloma,Texas,2015.0,35-44 years,White,male,16.0
Myeloma,Texas,2015.0,45-54 years,Black or African American,male,16.0
Myeloma,Texas,2015.0,45-54 years,White,male,80.0
Myeloma,Texas,2015.0,55-64 years,Black or African American,male,60.0
Myeloma,Texas,2015.0,55-64 years,White,male,185.0
Myeloma,Texas,2015.0,65-74 years,Black or African American,male,54.0
Myeloma,Texas,2015.0,65-74 years,White,male,248.0
Myeloma,Texas,2015.0,75-84 years,Black or African American,male,40.0
Myeloma,Texas,2015.0,75-84 years,White,male,181.0
Myeloma,Texas,2015.0,85+ years,White,male,68.0
Myeloma,Texas,2016.0,35-44 years,White,male,16.0
Myeloma,Texas,2016.0,45-54 years,White,male,79.0
Myeloma,Texas,2016.0,55-64 years,Black or African American,male,67.0
Myeloma,Texas,2016.0,55-64 years,White,male,197.0
Myeloma,Texas,2016.0,65-74 years,Black or African American,male,57.0
Myeloma,Texas,2016.0,65-74 years,White,male,265.0
Myeloma,Texas,2016.0,75-84 years,Black or African American,male,20.0
Myeloma,Texas,2016.0,75-84 years,White,male,179.0
Myeloma,Texas,2016.0,85+ years,White,male,67.0
Myeloma,Utah,2012.0,75-84 years,White,male,18.0
Myeloma,Utah,2016.0,65-74 years,White,male,22.0
Myeloma,Virginia,2012.0,55-64 years,Black or African American,male,16.0
Myeloma,Virginia,2012.0,55-64 years,White,male,35.0
Myeloma,Virginia,2012.0,65-74 years,White,male,63.0
Myeloma,Virginia,2012.0,75-84 years,White,male,30.0
Myeloma,Virginia,2012.0,85+ years,White,male,18.0
Myeloma,Virginia,2013.0,55-64 years,White,male,51.0
Myeloma,Virginia,2013.0,65-74 years,White,male,54.0
Myeloma,Virginia,2013.0,75-84 years,White,male,53.0
Myeloma,Virginia,2013.0,85+ years,White,male,17.0
Myeloma,Virginia,2014.0,45-54 years,White,male,17.0
Myeloma,Virginia,2014.0,55-64 years,Black or African American,male,19.0
Myeloma,Virginia,2014.0,55-64 years,White,male,38.0
Myeloma,Virginia,2014.0,65-74 years,White,male,65.0
Myeloma,Virginia,2014.0,75-84 years,White,male,49.0
Myeloma,Virginia,2014.0,85+ years,White,male,19.0
Myeloma,Virginia,2015.0,55-64 years,White,male,30.0
Myeloma,Virginia,2015.0,65-74 years,Black or African American,male,36.0
Myeloma,Virginia,2015.0,65-74 years,White,male,80.0
Myeloma,Virginia,2015.0,75-84 years,White,male,32.0
Myeloma,Virginia,2016.0,45-54 years,White,male,17.0
Myeloma,Virginia,2016.0,55-64 years,White,male,58.0
Myeloma,Virginia,2016.0,65-74 years,Black or African American,male,17.0
Myeloma,Virginia,2016.0,65-74 years,White,male,70.0
Myeloma,Virginia,2016.0,75-84 years,White,male,63.0
Myeloma,Virginia,2016.0,85+ years,White,male,22.0
Myeloma,Washington,2012.0,55-64 years,White,male,44.0
Myeloma,Washington,2012.0,65-74 years,White,male,86.0
Myeloma,Washington,2012.0,75-84 years,White,male,67.0
Myeloma,Washington,2012.0,85+ years,White,male,30.0
Myeloma,Washington,2013.0,55-64 years,White,male,44.0
Myeloma,Washington,2013.0,65-74 years,White,male,77.0
Myeloma,Washington,2013.0,75-84 years,White,male,59.0
Myeloma,Washington,2013.0,85+ years,White,male,23.0
Myeloma,Washington,2014.0,55-64 years,White,male,60.0
Myeloma,Washington,2014.0,65-74 years,White,male,86.0
Myeloma,Washington,2014.0,75-84 years,White,male,65.0
Myeloma,Washington,2015.0,45-54 years,White,male,20.0
Myeloma,Washington,2015.0,55-64 years,White,male,67.0
Myeloma,Washington,2015.0,65-74 years,White,male,98.0
Myeloma,Washington,2015.0,75-84 years,White,male,59.0
Myeloma,Washington,2015.0,85+ years,White,male,21.0
Myeloma,Washington,2016.0,45-54 years,White,male,16.0
Myeloma,Washington,2016.0,55-64 years,White,male,49.0
Myeloma,Washington,2016.0,65-74 years,White,male,87.0
Myeloma,Washington,2016.0,75-84 years,White,male,68.0
Myeloma,Washington,2016.0,85+ years,White,male,25.0
Myeloma,West Virginia,2013.0,65-74 years,White,male,17.0
Myeloma,West Virginia,2014.0,65-74 years,White,male,29.0
Myeloma,West Virginia,2015.0,65-74 years,White,male,20.0
Myeloma,Wisconsin,2012.0,55-64 years,White,male,58.0
Myeloma,Wisconsin,2012.0,65-74 years,White,male,83.0
Myeloma,Wisconsin,2012.0,75-84 years,White,male,49.0
Myeloma,Wisconsin,2012.0,85+ years,White,male,26.0
Myeloma,Wisconsin,2013.0,55-64 years,White,male,56.0
Myeloma,Wisconsin,2013.0,65-74 years,White,male,72.0
Myeloma,Wisconsin,2013.0,75-84 years,White,male,68.0
Myeloma,Wisconsin,2013.0,85+ years,White,male,30.0
Myeloma,Wisconsin,2014.0,55-64 years,White,male,56.0
Myeloma,Wisconsin,2014.0,65-74 years,White,male,92.0
Myeloma,Wisconsin,2014.0,75-84 years,White,male,66.0
Myeloma,Wisconsin,2014.0,85+ years,White,male,31.0
Myeloma,Wisconsin,2015.0,55-64 years,White,male,63.0
Myeloma,Wisconsin,2015.0,65-74 years,White,male,85.0
Myeloma,Wisconsin,2015.0,75-84 years,White,male,56.0
Myeloma,Wisconsin,2015.0,85+ years,White,male,26.0
Myeloma,Wisconsin,2016.0,55-64 years,White,male,54.0
Myeloma,Wisconsin,2016.0,65-74 years,White,male,85.0
Myeloma,Wisconsin,2016.0,75-84 years,White,male,52.0
Myeloma,Wisconsin,2016.0,85+ years,White,male,26.0
Non-Hodgkin Lymphoma,Alabama,2012.0,45-54 years,White,male,31.0
Non-Hodgkin Lymphoma,Alabama,2012.0,55-64 years,White,male,89.0
Non-Hodgkin Lymphoma,Alabama,2012.0,65-74 years,White,male,112.0
Non-Hodgkin Lymphoma,Alabama,2012.0,75-84 years,White,male,87.0
Non-Hodgkin Lymphoma,Alabama,2012.0,85+ years,White,male,30.0
Non-Hodgkin Lymphoma,Alabama,2013.0,45-54 years,White,male,39.0
Non-Hodgkin Lymphoma,Alabama,2013.0,55-64 years,White,male,89.0
Non-Hodgkin Lymphoma,Alabama,2013.0,65-74 years,White,male,112.0
Non-Hodgkin Lymphoma,Alabama,2013.0,75-84 years,White,male,94.0
Non-Hodgkin Lymphoma,Alabama,2013.0,85+ years,White,male,33.0
Non-Hodgkin Lymphoma,Alabama,2014.0,45-54 years,White,male,25.0
Non-Hodgkin Lymphoma,Alabama,2014.0,55-64 years,White,male,91.0
Non-Hodgkin Lymphoma,Alabama,2014.0,65-74 years,White,male,115.0
Non-Hodgkin Lymphoma,Alabama,2014.0,75-84 years,White,male,91.0
Non-Hodgkin Lymphoma,Alabama,2014.0,85+ years,White,male,27.0
Non-Hodgkin Lymphoma,Alabama,2015.0,45-54 years,White,male,38.0
Non-Hodgkin Lymphoma,Alabama,2015.0,55-64 years,White,male,95.0
Non-Hodgkin Lymphoma,Alabama,2015.0,65-74 years,White,male,127.0
Non-Hodgkin Lymphoma,Alabama,2015.0,75-84 years,White,male,99.0
Non-Hodgkin Lymphoma,Alabama,2015.0,85+ years,White,male,33.0
Non-Hodgkin Lymphoma,Alabama,2016.0,45-54 years,White,male,24.0
Non-Hodgkin Lymphoma,Alabama,2016.0,55-64 years,White,male,73.0
Non-Hodgkin Lymphoma,Alabama,2016.0,65-74 years,White,male,121.0
Non-Hodgkin Lymphoma,Alabama,2016.0,75-84 years,White,male,96.0
Non-Hodgkin Lymphoma,Alabama,2016.0,85+ years,White,male,29.0
Non-Hodgkin Lymphoma,Arizona,2012.0,35-44 years,White,male,21.0
Non-Hodgkin Lymphoma,Arizona,2012.0,45-54 years,White,male,34.0
Non-Hodgkin Lymphoma,Arizona,2012.0,55-64 years,White,male,115.0
Non-Hodgkin Lymphoma,Arizona,2012.0,65-74 years,White,male,163.0
Non-Hodgkin Lymphoma,Arizona,2012.0,75-84 years,White,male,141.0
Non-Hodgkin Lymphoma,Arizona,2012.0,85+ years,White,male,48.0
Non-Hodgkin Lymphoma,Arizona,2013.0,35-44 years,White,male,18.0
Non-Hodgkin Lymphoma,Arizona,2013.0,45-54 years,White,male,58.0
Non-Hodgkin Lymphoma,Arizona,2013.0,55-64 years,White,male,114.0
Non-Hodgkin Lymphoma,Arizona,2013.0,65-74 years,White,male,190.0
Non-Hodgkin Lymphoma,Arizona,2013.0,75-84 years,White,male,165.0
Non-Hodgkin Lymphoma,Arizona,2013.0,85+ years,White,male,40.0
Non-Hodgkin Lymphoma,Arizona,2014.0,35-44 years,White,male,19.0
Non-Hodgkin Lymphoma,Arizona,2014.0,45-54 years,White,male,53.0
Non-Hodgkin Lymphoma,Arizona,2014.0,55-64 years,White,male,115.0
Non-Hodgkin Lymphoma,Arizona,2014.0,65-74 years,White,male,159.0
Non-Hodgkin Lymphoma,Arizona,2014.0,75-84 years,White,male,148.0
Non-Hodgkin Lymphoma,Arizona,2014.0,85+ years,White,male,54.0
Non-Hodgkin Lymphoma,Arizona,2015.0,35-44 years,White,male,21.0
Non-Hodgkin Lymphoma,Arizona,2015.0,45-54 years,White,male,56.0
Non-Hodgkin Lymphoma,Arizona,2015.0,55-64 years,White,male,128.0
Non-Hodgkin Lymphoma,Arizona,2015.0,65-74 years,White,male,167.0
Non-Hodgkin Lymphoma,Arizona,2015.0,75-84 years,White,male,154.0
Non-Hodgkin Lymphoma,Arizona,2015.0,85+ years,White,male,42.0
Non-Hodgkin Lymphoma,Arizona,2016.0,45-54 years,White,male,57.0
Non-Hodgkin Lymphoma,Arizona,2016.0,55-64 years,White,male,123.0
Non-Hodgkin Lymphoma,Arizona,2016.0,65-74 years,White,male,185.0
Non-Hodgkin Lymphoma,Arizona,2016.0,75-84 years,White,male,164.0
Non-Hodgkin Lymphoma,Arizona,2016.0,85+ years,White,male,65.0
Non-Hodgkin Lymphoma,Arkansas,2012.0,45-54 years,White,male,24.0
Non-Hodgkin Lymphoma,Arkansas,2012.0,55-64 years,White,male,65.0
Non-Hodgkin Lymphoma,Arkansas,2012.0,65-74 years,White,male,100.0
Non-Hodgkin Lymphoma,Arkansas,2012.0,75-84 years,White,male,62.0
Non-Hodgkin Lymphoma,Arkansas,2012.0,85+ years,White,male,18.0
Non-Hodgkin Lymphoma,Arkansas,2013.0,45-54 years,White,male,23.0
Non-Hodgkin Lymphoma,Arkansas,2013.0,55-64 years,White,male,66.0
Non-Hodgkin Lymphoma,Arkansas,2013.0,65-74 years,White,male,95.0
Non-Hodgkin Lymphoma,Arkansas,2013.0,75-84 years,White,male,76.0
Non-Hodgkin Lymphoma,Arkansas,2013.0,85+ years,White,male,22.0
Non-Hodgkin Lymphoma,Arkansas,2014.0,45-54 years,White,male,36.0
Non-Hodgkin Lymphoma,Arkansas,2014.0,55-64 years,White,male,58.0
Non-Hodgkin Lymphoma,Arkansas,2014.0,65-74 years,White,male,90.0
Non-Hodgkin Lymphoma,Arkansas,2014.0,75-84 years,White,male,69.0
Non-Hodgkin Lymphoma,Arkansas,2014.0,85+ years,White,male,21.0
Non-Hodgkin Lymphoma,Arkansas,2015.0,45-54 years,White,male,17.0
Non-Hodgkin Lymphoma,Arkansas,2015.0,55-64 years,White,male,51.0
Non-Hodgkin Lymphoma,Arkansas,2015.0,65-74 years,White,male,102.0
Non-Hodgkin Lymphoma,Arkansas,2015.0,75-84 years,White,male,67.0
Non-Hodgkin Lymphoma,Arkansas,2015.0,85+ years,White,male,30.0
Non-Hodgkin Lymphoma,Arkansas,2016.0,55-64 years,White,male,72.0
Non-Hodgkin Lymphoma,Arkansas,2016.0,65-74 years,White,male,78.0
Non-Hodgkin Lymphoma,Arkansas,2016.0,75-84 years,White,male,82.0
Non-Hodgkin Lymphoma,Arkansas,2016.0,85+ years,White,male,27.0
Non-Hodgkin Lymphoma,California,2012.0,10-14 years,White,male,17.0
Non-Hodgkin Lymphoma,California,2012.0,15-19 years,White,male,29.0
Non-Hodgkin Lymphoma,California,2012.0,20-24 years,White,male,27.0
Non-Hodgkin Lymphoma,California,2012.0,25-29 years,White,male,37.0
Non-Hodgkin Lymphoma,California,2012.0,30-34 years,White,male,42.0
Non-Hodgkin Lymphoma,California,2012.0,35-44 years,Asian or Pacific Islander,male,18.0
Non-Hodgkin Lymphoma,California,2012.0,35-44 years,White,male,204.0
Non-Hodgkin Lymphoma,California,2012.0,45-54 years,Asian or Pacific Islander,male,49.0
Non-Hodgkin Lymphoma,California,2012.0,45-54 years,Black or African American,male,17.0
